customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,rfm_segment
CUST-02495,269,2,9561.27,1,2,2,5,At Risk
CUST-02496,51,3,22318.09,3,3,4,10,Growing
CUST-02498,27,2,15561.0,3,2,3,8,Occasional
CUST-02499,51,2,6462.2,3,2,2,7,Occasional
CUST-02500,90,2,8673.25,2,2,2,6,Occasional
CUST-02501,153,1,19217.31,2,1,4,7,Occasional
CUST-02502,115,2,12766.869999999999,2,2,3,7,Occasional
CUST-02503,1,4,17308.2,4,4,3,11,Champions
CUST-02504,90,2,12387.65,2,2,3,7,Occasional
CUST-02505,27,4,25268.73,3,4,4,11,Champions
CUST-02506,1,2,37991.53,4,2,4,10,Growing
CUST-02507,223,2,4591.13,1,2,1,4,At Risk
CUST-02508,90,3,36093.75,2,3,4,9,Growing
CUST-02509,27,3,4590.79,3,3,1,7,Occasional
CUST-02510,1,1,6157.47,4,1,2,7,Occasional
CUST-02512,295,1,12927.47,1,1,3,5,At Risk
CUST-02513,51,2,5351.349999999999,3,2,2,7,Occasional
CUST-02514,27,4,16332.87,3,4,3,10,Growing
CUST-02515,269,1,6367.31,1,1,2,4,At Risk
CUST-02516,90,3,46208.7,2,3,4,9,Growing
CUST-02517,115,4,24477.87,2,4,4,10,Growing
CUST-02518,202,1,3453.71,1,1,1,3,At Risk
CUST-02519,27,2,2018.32,3,2,1,6,Occasional
CUST-02520,1,5,40649.38,4,4,4,12,Champions
CUST-02521,51,3,7146.98,3,3,2,8,Occasional
CUST-02523,90,2,8776.16,2,2,2,6,Occasional
CUST-02524,1,1,7732.42,4,1,2,7,Occasional
CUST-02525,223,2,3424.7200000000003,1,2,1,4,At Risk
CUST-02527,90,1,2076.77,2,1,1,4,At Risk
CUST-02528,27,1,3572.61,3,1,1,5,At Risk
CUST-02529,178,1,7874.08,1,1,2,4,At Risk
CUST-02530,153,5,11207.880000000001,2,4,3,9,Growing
CUST-02531,295,1,6315.16,1,1,2,4,At Risk
CUST-02532,115,2,7102.370000000001,2,2,2,6,Occasional
CUST-02533,178,1,5740.94,1,1,2,4,At Risk
CUST-02534,153,3,6594.04,2,3,2,7,Occasional
CUST-02535,202,3,5892.13,1,3,2,6,Occasional
CUST-02536,1,4,11761.830000000002,4,4,3,11,Champions
CUST-02537,1,4,62285.61,4,4,4,12,Champions
CUST-02538,27,3,11372.84,3,3,3,9,Growing
CUST-02539,1,2,31441.67,4,2,4,10,Growing
CUST-02540,115,2,19719.85,2,2,4,8,Occasional
CUST-02541,115,2,6199.780000000001,2,2,2,6,Occasional
CUST-02542,51,2,1821.16,3,2,1,6,Occasional
CUST-02543,246,1,8824.83,1,1,2,4,At Risk
CUST-02544,153,2,20813.059999999998,2,2,4,8,Occasional
CUST-02546,51,3,11353.03,3,3,3,9,Growing
CUST-02547,178,2,15340.56,1,2,3,6,Occasional
CUST-02548,1,2,5869.05,4,2,2,8,Occasional
CUST-02549,51,2,6374.9,3,2,2,7,Occasional
CUST-02550,90,4,21758.440000000002,2,4,4,10,Growing
CUST-02551,178,1,3680.09,1,1,1,3,At Risk
CUST-02553,1,2,8545.970000000001,4,2,2,8,Occasional
CUST-02554,115,2,5096.69,2,2,2,6,Occasional
CUST-02555,295,1,14359.98,1,1,3,5,At Risk
CUST-02556,51,3,3464.4,3,3,1,7,Occasional
CUST-02557,115,1,25538.53,2,1,4,7,Occasional
CUST-02558,51,2,6445.530000000001,3,2,2,7,Occasional
CUST-02559,1,2,16626.62,4,2,3,9,Growing
CUST-02560,27,1,12766.439999999999,3,1,3,7,Occasional
CUST-02561,115,2,9244.51,2,2,2,6,Occasional
CUST-02562,1,2,12105.26,4,2,3,9,Growing
CUST-02563,223,1,2502.92,1,1,1,3,At Risk
CUST-02564,1,2,20334.010000000002,4,2,4,10,Growing
CUST-02565,1,3,35157.07,4,3,4,11,Champions
CUST-02567,178,2,13858.7,1,2,3,6,Occasional
CUST-02568,115,3,33298.06,2,3,4,9,Growing
CUST-02569,27,4,8350.88,3,4,2,9,Growing
CUST-02570,202,1,1516.67,1,1,1,3,At Risk
CUST-02571,178,1,6602.09,1,1,2,4,At Risk
CUST-02574,51,1,776.32,3,1,1,5,At Risk
CUST-02575,1,4,39804.25,4,4,4,12,Champions
CUST-02576,90,2,10738.220000000001,2,2,3,7,Occasional
CUST-02577,1,1,15096.59,4,1,3,8,Occasional
CUST-02578,51,1,791.74,3,1,1,5,At Risk
CUST-02579,246,2,7169.19,1,2,2,5,At Risk
CUST-02580,90,3,5581.139999999999,2,3,2,7,Occasional
CUST-02581,178,2,18516.25,1,2,3,6,Occasional
CUST-02582,153,2,11079.07,2,2,3,7,Occasional
CUST-02583,1,1,32144.19,4,1,4,9,Growing
CUST-02584,27,4,23539.38,3,4,4,11,Champions
CUST-02585,223,1,1059.76,1,1,1,3,At Risk
CUST-02586,27,5,22487.81,3,4,4,11,Champions
CUST-02587,51,4,8068.969999999999,3,4,2,9,Growing
CUST-02588,1,1,4310.78,4,1,1,6,Occasional
CUST-02589,178,2,6993.99,1,2,2,5,At Risk
CUST-02590,27,2,31803.04,3,2,4,9,Growing
CUST-02591,1,3,29492.94,4,3,4,11,Champions
CUST-02592,115,1,2258.25,2,1,1,4,At Risk
CUST-02594,1,3,18244.18,4,3,3,10,Growing
CUST-02595,90,2,4771.58,2,2,1,5,At Risk
CUST-02596,153,2,4133.93,2,2,1,5,At Risk
CUST-02597,223,1,1484.45,1,1,1,3,At Risk
CUST-02598,223,1,636.14,1,1,1,3,At Risk
CUST-02599,1,2,9328.55,4,2,2,8,Occasional
CUST-02600,178,1,6011.87,1,1,2,4,At Risk
CUST-02601,223,1,852.37,1,1,1,3,At Risk
CUST-02602,1,4,21532.57,4,4,4,12,Champions
CUST-02603,1,3,19458.309999999998,4,3,4,11,Champions
CUST-02604,1,3,24904.519999999997,4,3,4,11,Champions
CUST-02605,1,2,7510.09,4,2,2,8,Occasional
CUST-02606,1,1,14694.34,4,1,3,8,Occasional
CUST-02607,27,4,10785.08,3,4,3,10,Growing
CUST-02608,27,2,7611.75,3,2,2,7,Occasional
CUST-02609,1,3,18933.71,4,3,3,10,Growing
CUST-02610,1,5,57283.53,4,4,4,12,Champions
CUST-02612,51,3,17486.55,3,3,3,9,Growing
CUST-02615,27,2,15372.010000000002,3,2,3,8,Occasional
CUST-02616,178,1,26242.36,1,1,4,6,Occasional
CUST-02617,27,4,11332.730000000001,3,4,3,10,Growing
CUST-02618,223,1,1078.59,1,1,1,3,At Risk
CUST-02619,178,2,10227.04,1,2,2,5,At Risk
CUST-02620,1,1,21424.31,4,1,4,9,Growing
CUST-02621,153,3,18378.12,2,3,3,8,Occasional
CUST-02622,115,1,7260.32,2,1,2,5,At Risk
CUST-02624,1,2,6804.93,4,2,2,8,Occasional
CUST-02625,90,2,2976.44,2,2,1,5,At Risk
CUST-02626,246,1,4729.15,1,1,1,3,At Risk
CUST-02627,1,2,13825.81,4,2,3,9,Growing
CUST-02628,27,1,3728.03,3,1,1,5,At Risk
CUST-02629,223,2,3795.8099999999995,1,2,1,4,At Risk
CUST-02630,90,2,16107.07,2,2,3,7,Occasional
CUST-02631,115,3,19255.52,2,3,4,9,Growing
CUST-02632,1,5,41123.36,4,4,4,12,Champions
CUST-02633,1,2,13732.92,4,2,3,9,Growing
CUST-02634,295,1,3964.12,1,1,1,3,At Risk
CUST-02635,90,1,1366.16,2,1,1,4,At Risk
CUST-02636,51,2,2098.92,3,2,1,6,Occasional
CUST-02637,1,1,21870.56,4,1,4,9,Growing
CUST-02638,1,2,33020.94,4,2,4,10,Growing
CUST-02640,115,2,4024.1000000000004,2,2,1,5,At Risk
CUST-02641,246,1,937.51,1,1,1,3,At Risk
CUST-02642,153,2,23882.69,2,2,4,8,Occasional
CUST-02643,115,1,3548.66,2,1,1,4,At Risk
CUST-02644,153,1,1613.4,2,1,1,4,At Risk
CUST-02645,246,2,12146.089999999998,1,2,3,6,Occasional
CUST-02646,1,2,16028.28,4,2,3,9,Growing
CUST-02647,51,2,3847.56,3,2,1,6,Occasional
CUST-02648,269,1,1204.24,1,1,1,3,At Risk
CUST-02649,90,3,8246.130000000001,2,3,2,7,Occasional
CUST-02650,51,4,15079.65,3,4,3,10,Growing
CUST-02651,27,1,7634.08,3,1,2,6,Occasional
CUST-02654,51,5,32393.7,3,4,4,11,Champions
CUST-02657,90,6,22133.67,2,4,4,10,Growing
CUST-02658,51,2,6362.53,3,2,2,7,Occasional
CUST-02659,115,1,3084.05,2,1,1,4,At Risk
CUST-02660,27,3,22773.210000000003,3,3,4,10,Growing
CUST-02661,51,3,8517.56,3,3,2,8,Occasional
CUST-02662,27,2,10825.8,3,2,3,8,Occasional
CUST-02663,90,3,20238.05,2,3,4,9,Growing
CUST-02664,27,4,20335.47,3,4,4,11,Champions
CUST-02665,27,2,4833.24,3,2,1,6,Occasional
CUST-02666,1,1,2644.87,4,1,1,6,Occasional
CUST-02667,27,1,2455.33,3,1,1,5,At Risk
CUST-02668,27,2,8232.039999999999,3,2,2,7,Occasional
CUST-02669,90,3,31173.08,2,3,4,9,Growing
CUST-02670,27,3,15155.08,3,3,3,9,Growing
CUST-02671,51,3,18231.6,3,3,3,9,Growing
CUST-02673,115,4,22571.690000000002,2,4,4,10,Growing
CUST-02674,90,3,8214.47,2,3,2,7,Occasional
CUST-02677,1,2,4848.7,4,2,1,7,Occasional
CUST-02679,27,3,11331.1,3,3,3,9,Growing
CUST-02680,115,1,21013.02,2,1,4,7,Occasional
CUST-02681,51,5,68857.40000000001,3,4,4,11,Champions
CUST-02682,51,2,4423.5599999999995,3,2,1,6,Occasional
CUST-02683,27,3,16386.66,3,3,3,9,Growing
CUST-02684,178,1,37119.62,1,1,4,6,Occasional
CUST-02685,269,1,2064.76,1,1,1,3,At Risk
CUST-02686,51,2,3242.17,3,2,1,6,Occasional
CUST-02688,27,2,11387.95,3,2,3,8,Occasional
CUST-02689,1,2,17253.93,4,2,3,9,Growing
CUST-02690,51,3,38282.77,3,3,4,10,Growing
CUST-02691,115,4,23402.88,2,4,4,10,Growing
CUST-02692,27,5,29269.91,3,4,4,11,Champions
CUST-02693,27,4,17510.329999999998,3,4,3,10,Growing
CUST-02694,27,2,5766.820000000001,3,2,2,7,Occasional
CUST-02695,178,2,8911.35,1,2,2,5,At Risk
CUST-02696,1,5,34978.82,4,4,4,12,Champions
CUST-02697,1,3,24880.760000000002,4,3,4,11,Champions
CUST-02698,1,2,30256.690000000002,4,2,4,10,Growing
CUST-02699,27,2,5735.6,3,2,2,7,Occasional
CUST-02700,27,4,19952.14,3,4,4,11,Champions
CUST-02701,115,2,20990.57,2,2,4,8,Occasional
CUST-02702,178,1,8053.04,1,1,2,4,At Risk
CUST-02703,178,1,7684.53,1,1,2,4,At Risk
CUST-02704,1,3,19549.4,4,3,4,11,Champions
CUST-02705,269,1,2465.26,1,1,1,3,At Risk
CUST-02706,202,2,7996.049999999999,1,2,2,5,At Risk
CUST-02708,178,1,11506.96,1,1,3,5,At Risk
CUST-02709,1,2,27069.45,4,2,4,10,Growing
CUST-02710,51,1,2949.85,3,1,1,5,At Risk
CUST-02711,246,2,4681.07,1,2,1,4,At Risk
CUST-02712,27,4,22869.309999999998,3,4,4,11,Champions
CUST-02713,178,3,14373.63,1,3,3,7,Occasional
CUST-02714,295,1,3714.8,1,1,1,3,At Risk
CUST-02715,1,2,8784.35,4,2,2,8,Occasional
CUST-02716,51,2,15754.67,3,2,3,8,Occasional
CUST-02717,27,4,24147.019999999997,3,4,4,11,Champions
CUST-02718,1,2,6219.52,4,2,2,8,Occasional
CUST-02719,202,2,3243.83,1,2,1,4,At Risk
CUST-02720,51,2,6047.59,3,2,2,7,Occasional
CUST-02721,202,2,899.56,1,2,1,4,At Risk
CUST-02722,51,3,10124.83,3,3,2,8,Occasional
CUST-02723,115,3,19649.559999999998,2,3,4,9,Growing
CUST-02724,269,1,2158.54,1,1,1,3,At Risk
CUST-02726,295,1,3367.82,1,1,1,3,At Risk
CUST-02727,115,4,29384.320000000003,2,4,4,10,Growing
CUST-02728,27,3,8044.41,3,3,2,8,Occasional
CUST-02729,1,3,5014.38,4,3,2,9,Growing
CUST-02730,27,2,2834.79,3,2,1,6,Occasional
CUST-02731,90,4,7708.860000000001,2,4,2,8,Occasional
CUST-02732,1,4,28440.059999999998,4,4,4,12,Champions
CUST-02733,27,4,14311.759999999998,3,4,3,10,Growing
CUST-02735,1,4,19598.8,4,4,4,12,Champions
CUST-02736,178,3,9533.06,1,3,2,6,Occasional
CUST-02737,115,2,14065.130000000001,2,2,3,7,Occasional
CUST-02738,27,5,26538.71,3,4,4,11,Champions
CUST-02740,90,3,3721.46,2,3,1,6,Occasional
CUST-02741,90,3,11138.67,2,3,3,8,Occasional
CUST-02742,202,1,1365.01,1,1,1,3,At Risk
CUST-02743,295,1,2154.36,1,1,1,3,At Risk
CUST-02744,115,3,14188.399999999998,2,3,3,8,Occasional
CUST-02745,1,3,12283.24,4,3,3,10,Growing
CUST-02746,1,3,35975.380000000005,4,3,4,11,Champions
CUST-02747,115,3,5744.44,2,3,2,7,Occasional
CUST-02748,115,1,1573.78,2,1,1,4,At Risk
CUST-02749,295,1,5143.17,1,1,2,4,At Risk
CUST-02750,51,5,20150.62,3,4,4,11,Champions
CUST-02751,178,3,6524.24,1,3,2,6,Occasional
CUST-02752,202,2,4613.6900000000005,1,2,1,4,At Risk
CUST-02753,295,1,8687.1,1,1,2,4,At Risk
CUST-02755,27,1,2122.01,3,1,1,5,At Risk
CUST-02756,115,4,29495.100000000002,2,4,4,10,Growing
CUST-02757,1,2,22702.82,4,2,4,10,Growing
CUST-02758,1,5,46182.37,4,4,4,12,Champions
CUST-02759,153,1,3660.2,2,1,1,4,At Risk
CUST-02760,1,2,21262.39,4,2,4,10,Growing
CUST-02761,1,6,51124.76,4,4,4,12,Champions
CUST-02762,27,2,4004.45,3,2,1,6,Occasional
CUST-02763,27,2,20674.37,3,2,4,9,Growing
CUST-02764,178,1,6218.08,1,1,2,4,At Risk
CUST-02765,178,1,32989.04,1,1,4,6,Occasional
CUST-02766,1,3,17257.02,4,3,3,10,Growing
CUST-02767,153,4,29230.190000000002,2,4,4,10,Growing
CUST-02768,27,1,5658.79,3,1,2,6,Occasional
CUST-02769,90,1,4466.77,2,1,1,4,At Risk
CUST-02770,178,1,15125.82,1,1,3,5,At Risk
CUST-02771,269,1,2112.29,1,1,1,3,At Risk
CUST-02772,51,4,8753.99,3,4,2,9,Growing
CUST-02773,1,1,5918.44,4,1,2,7,Occasional
CUST-02774,27,2,12566.529999999999,3,2,3,8,Occasional
CUST-02775,90,2,4125.07,2,2,1,5,At Risk
CUST-02776,51,4,16032.39,3,4,3,10,Growing
CUST-02777,115,3,27009.21,2,3,4,9,Growing
CUST-02778,1,3,15108.92,4,3,3,10,Growing
CUST-02779,223,1,455.83,1,1,1,3,At Risk
CUST-02780,153,3,10979.619999999999,2,3,3,8,Occasional
CUST-02782,295,1,3011.91,1,1,1,3,At Risk
CUST-02783,1,3,31659.09,4,3,4,11,Champions
CUST-02784,115,2,10672.79,2,2,3,7,Occasional
CUST-02785,51,1,2872.36,3,1,1,5,At Risk
CUST-02786,27,2,16637.9,3,2,3,8,Occasional
CUST-02787,1,3,35986.909999999996,4,3,4,11,Champions
CUST-02788,153,3,10499.2,2,3,3,8,Occasional
CUST-02789,1,5,24734.190000000002,4,4,4,12,Champions
CUST-02790,1,1,29939.76,4,1,4,9,Growing
CUST-02791,223,1,760.65,1,1,1,3,At Risk
CUST-02792,27,1,2394.75,3,1,1,5,At Risk
CUST-02793,51,3,19274.89,3,3,4,10,Growing
CUST-02794,178,1,8047.55,1,1,2,4,At Risk
CUST-02795,51,3,17619.3,3,3,3,9,Growing
CUST-02796,1,5,47007.93,4,4,4,12,Champions
CUST-02797,223,1,817.96,1,1,1,3,At Risk
CUST-02798,115,1,2645.4,2,1,1,4,At Risk
CUST-02799,115,1,7458.01,2,1,2,5,At Risk
CUST-02800,115,2,2090.84,2,2,1,5,At Risk
CUST-02802,1,2,15025.5,4,2,3,9,Growing
CUST-02803,51,3,6288.400000000001,3,3,2,8,Occasional
CUST-02804,153,1,8802.789999999999,2,1,2,5,At Risk
CUST-02805,51,2,14959.07,3,2,3,8,Occasional
CUST-02806,1,1,14862.45,4,1,3,8,Occasional
CUST-02807,51,2,12902.150000000001,3,2,3,8,Occasional
CUST-02808,27,4,19429.32,3,4,4,11,Champions
CUST-02810,115,3,13637.490000000002,2,3,3,8,Occasional
CUST-02811,1,1,4786.28,4,1,1,6,Occasional
CUST-02812,1,3,20465.9,4,3,4,11,Champions
CUST-02813,90,1,1211.39,2,1,1,4,At Risk
CUST-02814,178,1,6438.95,1,1,2,4,At Risk
CUST-02815,153,3,11844.849999999999,2,3,3,8,Occasional
CUST-02816,27,3,13778.97,3,3,3,9,Growing
CUST-02817,115,2,7583.75,2,2,2,6,Occasional
CUST-02818,115,1,5551.46,2,1,2,5,At Risk
CUST-02819,223,3,18379.72,1,3,3,7,Occasional
CUST-02820,1,3,30687.21,4,3,4,11,Champions
CUST-02821,1,5,18996.93,4,4,3,11,Champions
CUST-02822,27,2,4436.33,3,2,1,6,Occasional
CUST-02823,153,3,9608.84,2,3,2,7,Occasional
CUST-02824,1,4,28981.3,4,4,4,12,Champions
CUST-02826,115,2,9060.83,2,2,2,6,Occasional
CUST-02827,223,2,4527.59,1,2,1,4,At Risk
CUST-02828,269,2,8572.96,1,2,2,5,At Risk
CUST-02829,27,2,22362.49,3,2,4,9,Growing
CUST-02830,1,4,20426.14,4,4,4,12,Champions
CUST-02831,115,2,22883.36,2,2,4,8,Occasional
CUST-02832,1,4,35973.4,4,4,4,12,Champions
CUST-02833,1,5,44101.95,4,4,4,12,Champions
CUST-02835,1,7,41224.6,4,4,4,12,Champions
CUST-02836,90,4,15379.239999999998,2,4,3,9,Growing
CUST-02837,223,1,459.75,1,1,1,3,At Risk
CUST-02838,178,5,24422.55,1,4,4,9,Growing
CUST-02839,51,2,6491.87,3,2,2,7,Occasional
CUST-02840,178,3,6693.37,1,3,2,6,Occasional
CUST-02841,295,1,6996.69,1,1,2,4,At Risk
CUST-02842,27,5,14566.33,3,4,3,10,Growing
CUST-02843,1,3,11670.72,4,3,3,10,Growing
CUST-02844,153,1,1884.84,2,1,1,4,At Risk
CUST-02845,269,1,1435.28,1,1,1,3,At Risk
CUST-02847,27,5,26794.0,3,4,4,11,Champions
CUST-02848,27,3,7480.3,3,3,2,8,Occasional
CUST-02849,51,5,28645.4,3,4,4,11,Champions
CUST-02850,115,3,12261.24,2,3,3,8,Occasional
CUST-02851,246,1,6307.87,1,1,2,4,At Risk
CUST-02852,1,1,24864.24,4,1,4,9,Growing
CUST-02855,27,5,13256.85,3,4,3,10,Growing
CUST-02856,51,4,5393.79,3,4,2,9,Growing
CUST-02857,178,2,17023.85,1,2,3,6,Occasional
CUST-02858,269,1,1275.54,1,1,1,3,At Risk
CUST-02859,27,1,2567.8,3,1,1,5,At Risk
CUST-02860,27,4,9472.550000000001,3,4,2,9,Growing
CUST-02861,51,2,14091.869999999999,3,2,3,8,Occasional
CUST-02862,295,1,14020.4,1,1,3,5,At Risk
CUST-02863,1,2,5456.76,4,2,2,8,Occasional
CUST-02864,153,2,3686.0099999999998,2,2,1,5,At Risk
CUST-02865,90,4,18640.9,2,4,3,9,Growing
CUST-02866,269,1,9110.15,1,1,2,4,At Risk
CUST-02867,295,1,2990.41,1,1,1,3,At Risk
CUST-02868,269,1,1213.17,1,1,1,3,At Risk
CUST-02869,27,2,5812.07,3,2,2,7,Occasional
CUST-02870,246,1,4434.4,1,1,1,3,At Risk
CUST-02871,115,2,9661.22,2,2,2,6,Occasional
CUST-02872,295,1,3115.12,1,1,1,3,At Risk
CUST-02873,223,2,2427.65,1,2,1,4,At Risk
CUST-02874,153,3,3441.42,2,3,1,6,Occasional
CUST-02875,27,2,13455.32,3,2,3,8,Occasional
CUST-02876,115,1,5868.54,2,1,2,5,At Risk
CUST-02879,153,2,19082.53,2,2,4,8,Occasional
CUST-02880,1,3,14627.78,4,3,3,10,Growing
CUST-02881,178,1,3638.12,1,1,1,3,At Risk
CUST-02882,51,2,1771.88,3,2,1,6,Occasional
CUST-02883,27,4,35697.659999999996,3,4,4,11,Champions
CUST-02884,90,2,5321.52,2,2,2,6,Occasional
CUST-02885,1,4,32892.39000000001,4,4,4,12,Champions
CUST-02886,90,2,1172.83,2,2,1,5,At Risk
CUST-02887,295,1,2086.28,1,1,1,3,At Risk
CUST-02888,153,1,17837.25,2,1,3,6,Occasional
CUST-02890,27,1,10360.35,3,1,3,7,Occasional
CUST-02891,51,3,6695.97,3,3,2,8,Occasional
CUST-02892,27,2,8150.34,3,2,2,7,Occasional
CUST-02893,115,3,5565.48,2,3,2,7,Occasional
CUST-02894,27,1,14650.75,3,1,3,7,Occasional
CUST-02895,115,2,5521.99,2,2,2,6,Occasional
CUST-02896,27,2,5189.04,3,2,2,7,Occasional
CUST-02898,223,2,2160.61,1,2,1,4,At Risk
CUST-02899,115,2,2967.98,2,2,1,5,At Risk
CUST-02900,153,2,10355.93,2,2,2,6,Occasional
CUST-02901,90,3,28759.55,2,3,4,9,Growing
CUST-02902,90,3,13137.77,2,3,3,8,Occasional
CUST-02903,27,2,23092.6,3,2,4,9,Growing
CUST-02904,1,4,36092.880000000005,4,4,4,12,Champions
CUST-02905,223,2,3510.19,1,2,1,4,At Risk
CUST-02906,1,2,44066.810000000005,4,2,4,10,Growing
CUST-02907,51,3,6939.139999999999,3,3,2,8,Occasional
CUST-02908,115,1,2666.81,2,1,1,4,At Risk
CUST-02909,1,1,25152.59,4,1,4,9,Growing
CUST-02911,27,3,14798.93,3,3,3,9,Growing
CUST-02912,1,3,23012.27,4,3,4,11,Champions
CUST-02913,1,4,8466.41,4,4,2,10,Growing
CUST-02914,27,3,13926.95,3,3,3,9,Growing
CUST-02915,51,1,995.76,3,1,1,5,At Risk
CUST-02917,90,3,22888.35,2,3,4,9,Growing
CUST-02918,178,2,13675.38,1,2,3,6,Occasional
CUST-02919,246,1,1360.47,1,1,1,3,At Risk
CUST-02920,115,3,7489.75,2,3,2,7,Occasional
CUST-02922,27,5,13143.24,3,4,3,10,Growing
CUST-02923,51,2,10615.05,3,2,3,8,Occasional
CUST-02924,51,2,13504.4,3,2,3,8,Occasional
CUST-02926,246,1,1773.47,1,1,1,3,At Risk
CUST-02927,153,3,25169.52,2,3,4,9,Growing
CUST-02929,115,3,5793.49,2,3,2,7,Occasional
CUST-02930,1,1,5888.43,4,1,2,7,Occasional
CUST-02931,178,3,11994.27,1,3,3,7,Occasional
CUST-02932,115,1,6011.9,2,1,2,5,At Risk
CUST-02933,1,5,14769.66,4,4,3,11,Champions
CUST-02934,115,3,21472.190000000002,2,3,4,9,Growing
CUST-02935,246,1,4483.71,1,1,1,3,At Risk
CUST-02936,1,3,4813.98,4,3,1,8,Occasional
CUST-02937,90,4,20502.5,2,4,4,10,Growing
CUST-02938,90,1,1917.86,2,1,1,4,At Risk
CUST-02939,90,1,1378.0,2,1,1,4,At Risk
CUST-02940,115,3,2884.66,2,3,1,6,Occasional
CUST-02941,202,1,1701.6,1,1,1,3,At Risk
CUST-02942,178,2,6322.46,1,2,2,5,At Risk
CUST-02943,223,1,277.54,1,1,1,3,At Risk
CUST-02944,90,1,2900.49,2,1,1,4,At Risk
CUST-02945,269,1,2528.18,1,1,1,3,At Risk
CUST-02947,178,2,16906.45,1,2,3,6,Occasional
CUST-02948,115,2,7229.39,2,2,2,6,Occasional
CUST-02949,153,3,30139.48,2,3,4,9,Growing
CUST-02950,153,2,14369.76,2,2,3,7,Occasional
CUST-02951,27,4,21014.35,3,4,4,11,Champions
CUST-02953,1,5,57721.240000000005,4,4,4,12,Champions
CUST-02954,90,2,5190.54,2,2,2,6,Occasional
CUST-02955,223,2,6462.46,1,2,2,5,At Risk
CUST-02956,202,4,25869.239999999998,1,4,4,9,Growing
CUST-02957,202,3,9551.6,1,3,2,6,Occasional
CUST-02958,1,5,22794.910000000003,4,4,4,12,Champions
CUST-02959,1,2,36807.41,4,2,4,10,Growing
CUST-02960,90,1,2270.8,2,1,1,4,At Risk
CUST-02961,51,4,5505.87,3,4,2,9,Growing
CUST-02962,153,2,12990.05,2,2,3,7,Occasional
CUST-02963,27,4,34744.46,3,4,4,11,Champions
CUST-02964,51,1,795.87,3,1,1,5,At Risk
CUST-02965,178,1,13095.37,1,1,3,5,At Risk
CUST-02966,202,2,3350.2,1,2,1,4,At Risk
CUST-02967,51,1,3166.48,3,1,1,5,At Risk
CUST-02968,1,1,34270.15,4,1,4,9,Growing
CUST-02969,153,1,7182.5,2,1,2,5,At Risk
CUST-02970,115,2,19013.190000000002,2,2,3,7,Occasional
CUST-02971,27,2,2052.63,3,2,1,6,Occasional
CUST-02973,1,2,16856.04,4,2,3,9,Growing
CUST-02974,51,3,22315.07,3,3,4,10,Growing
CUST-02975,1,3,53949.8,4,3,4,11,Champions
CUST-02978,246,1,1939.56,1,1,1,3,At Risk
CUST-02979,246,1,4216.2,1,1,1,3,At Risk
CUST-02980,90,4,9173.16,2,4,2,8,Occasional
CUST-02981,153,2,21969.1,2,2,4,8,Occasional
CUST-02982,90,3,12862.150000000001,2,3,3,8,Occasional
CUST-02983,1,5,6747.62,4,4,2,10,Growing
CUST-02984,27,5,19884.09,3,4,4,11,Champions
CUST-02985,178,2,6983.860000000001,1,2,2,5,At Risk
CUST-02987,115,1,725.28,2,1,1,4,At Risk
CUST-02988,1,3,26824.190000000002,4,3,4,11,Champions
CUST-02989,90,2,5935.8099999999995,2,2,2,6,Occasional
CUST-02990,27,5,19708.39,3,4,4,11,Champions
CUST-02991,115,3,21637.190000000002,2,3,4,9,Growing
CUST-02994,27,3,10056.48,3,3,2,8,Occasional
CUST-02995,115,2,4043.19,2,2,1,5,At Risk
CUST-02996,1,6,35096.69,4,4,4,12,Champions
CUST-02997,51,1,924.55,3,1,1,5,At Risk
CUST-02998,90,2,12462.64,2,2,3,7,Occasional
CUST-02999,1,3,40203.51,4,3,4,11,Champions
CUST-03000,27,2,4895.27,3,2,1,6,Occasional
CUST-03001,1,3,6884.0599999999995,4,3,2,9,Growing
CUST-03002,153,1,2765.27,2,1,1,4,At Risk
CUST-03003,295,1,10249.08,1,1,2,4,At Risk
CUST-03004,90,4,36743.31,2,4,4,10,Growing
CUST-03005,27,5,17053.12,3,4,3,10,Growing
CUST-03006,27,4,6144.59,3,4,2,9,Growing
CUST-03007,115,1,6084.25,2,1,2,5,At Risk
CUST-03009,90,2,10050.73,2,2,2,6,Occasional
CUST-03012,246,2,6088.8099999999995,1,2,2,5,At Risk
CUST-03013,223,2,3613.4399999999996,1,2,1,4,At Risk
CUST-03015,115,2,2742.1000000000004,2,2,1,5,At Risk
CUST-03016,27,2,15378.38,3,2,3,8,Occasional
CUST-03017,27,5,5821.5,3,4,2,9,Growing
CUST-03018,27,2,11422.46,3,2,3,8,Occasional
CUST-03019,1,3,17404.14,4,3,3,10,Growing
CUST-03020,1,2,15227.29,4,2,3,9,Growing
CUST-03021,269,1,4964.97,1,1,2,4,At Risk
CUST-03022,246,2,11046.35,1,2,3,6,Occasional
CUST-03023,90,1,1190.85,2,1,1,4,At Risk
CUST-03024,1,3,10317.78,4,3,2,9,Growing
CUST-03025,153,2,14782.3,2,2,3,7,Occasional
CUST-03026,295,1,17549.61,1,1,3,5,At Risk
CUST-03027,1,5,24424.64,4,4,4,12,Champions
CUST-03028,27,2,12626.310000000001,3,2,3,8,Occasional
CUST-03029,27,2,8982.94,3,2,2,7,Occasional
CUST-03030,223,2,5587.370000000001,1,2,2,5,At Risk
