customer_id,age,gender,city,customer_segment,campaign_id,campaign_channel,campaign_date,campaign_cost,impressions,clicks,conversions,revenue_generated,previous_purchases,days_since_last_purchase
CUST-04789,46,Male,Houston,At Risk,CMP-003,Social Media,2025-03-05,36.23,8904,196,10,1022.24,2,95
CUST-02293,55,Male,Chicago,New,CMP-003,Social Media,2025-03-05,38.43,8990,229,16,1768.24,0,249
CUST-02308,34,Male,Houston,Growing,CMP-010,Display,2025-09-16,30.2,9029,125,9,1521.62,4,73
CUST-00724,18,Female,New York,Loyal,CMP-003,Social Media,2025-03-05,27.45,9065,362,37,4718.25,8,124
CUST-02126,36,Female,Chicago,New,CMP-006,SMS,2025-05-12,13.96,8928,581,72,9832.54,0,359
CUST-04902,44,Female,Seattle,New,CMP-012,SMS,2025-11-05,16.66,8868,557,51,6364.7,0,247
CUST-02073,69,Female,Seattle,New,CMP-012,SMS,2025-11-05,16.2,9058,587,58,4588.0,0,148
CUST-01155,24,Non-binary,Atlanta,New,CMP-006,SMS,2025-05-12,12.2,9101,562,59,4463.22,0,161
CUST-00917,55,Female,Atlanta,Growing,CMP-002,Paid Search,2025-02-10,24.62,8902,354,49,6584.08,1,92
CUST-04168,47,Male,Houston,New,CMP-004,Display,2025-03-28,25.82,9013,144,5,580.03,0,171
CUST-04323,43,Male,Los Angeles,New,CMP-008,Paid Search,2025-07-14,25.39,8965,328,26,3144.96,0,132
CUST-03805,39,Female,Denver,Loyal,CMP-005,Affiliate,2025-04-18,24.33,8904,414,43,5862.24,4,106
CUST-02527,47,Male,Seattle,New,CMP-009,Social Media,2025-08-08,41.59,8884,215,13,2076.77,0,302
CUST-04547,43,Female,Seattle,Growing,CMP-012,SMS,2025-11-05,14.72,9093,740,88,8055.54,0,20
CUST-00783,38,Female,Atlanta,Loyal,CMP-008,Paid Search,2025-07-14,26.02,9142,523,64,13072.05,2,129
CUST-00559,33,Female,New York,New,CMP-008,Paid Search,2025-07-14,37.76,8998,336,24,1443.8,0,131
CUST-03345,49,Female,Los Angeles,New,CMP-007,Email,2025-06-06,19.04,8958,393,32,2660.44,0,190
CUST-01403,31,Male,Denver,New,CMP-003,Social Media,2025-03-05,37.95,8976,207,12,1479.64,0,285
CUST-03582,27,Female,Denver,New,CMP-007,Email,2025-06-06,23.34,8974,387,39,5619.53,0,121
CUST-01961,62,Non-binary,New York,Growing,CMP-012,SMS,2025-11-05,12.03,8941,659,89,14015.95,4,63
CUST-00872,25,Female,Los Angeles,New,CMP-009,Social Media,2025-08-08,44.92,8954,258,15,1471.37,0,346
CUST-04888,47,Male,Seattle,New,CMP-010,Display,2025-09-16,36.62,9191,138,4,296.95,0,279
CUST-04803,29,Female,Seattle,At Risk,CMP-011,Affiliate,2025-10-10,25.72,9083,222,21,2332.38,5,104
CUST-01361,38,Male,Seattle,At Risk,CMP-005,Affiliate,2025-04-18,19.24,8949,207,6,491.05,1,217
CUST-03166,50,Female,New York,New,CMP-005,Affiliate,2025-04-18,21.1,9019,275,19,2601.47,0,235
CUST-01461,40,Female,Los Angeles,New,CMP-012,SMS,2025-11-05,14.13,8943,563,66,8555.47,0,135
CUST-02184,33,Female,Seattle,Growing,CMP-006,SMS,2025-05-12,10.74,8954,654,82,11490.99,2,187
CUST-02769,27,Male,Denver,Loyal,CMP-009,Social Media,2025-08-08,32.77,9042,378,31,4016.53,10,15
CUST-02632,21,Male,New York,Loyal,CMP-008,Paid Search,2025-07-14,35.15,9003,493,66,8702.24,12,102
CUST-03760,47,Male,Seattle,New,CMP-002,Paid Search,2025-02-10,32.8,8830,342,29,3381.67,0,184
CUST-03074,56,Female,Denver,New,CMP-004,Display,2025-03-28,28.85,8840,115,3,317.91,0,254
CUST-03196,38,Female,Denver,Growing,CMP-004,Display,2025-03-28,36.26,9044,188,6,1082.0,3,68
CUST-04972,23,Male,Los Angeles,At Risk,CMP-003,Social Media,2025-03-05,35.12,8832,214,13,1274.85,3,169
CUST-04980,58,Female,Houston,At Risk,CMP-010,Display,2025-09-16,34.97,8888,120,6,578.25,1,60
CUST-04655,18,Non-binary,Houston,New,CMP-012,SMS,2025-11-05,18.34,9062,580,61,8530.0,0,132
CUST-00740,41,Non-binary,Chicago,Growing,CMP-012,SMS,2025-11-05,14.73,8824,685,96,10219.56,1,185
CUST-00271,34,Non-binary,New York,New,CMP-003,Social Media,2025-03-05,26.03,8929,236,19,2187.89,0,277
CUST-00226,69,Male,Houston,Loyal,CMP-006,SMS,2025-05-12,11.51,9024,940,161,20736.74,4,64
CUST-04947,41,Male,Houston,At Risk,CMP-003,Social Media,2025-03-05,31.01,9002,182,9,936.23,4,217
CUST-03216,37,Male,Seattle,Growing,CMP-001,Email,2025-01-15,20.94,8989,466,56,9625.76,2,83
CUST-00698,32,Female,Houston,New,CMP-008,Paid Search,2025-07-14,33.7,9228,311,27,2897.77,0,265
CUST-04923,54,Male,Atlanta,Growing,CMP-011,Affiliate,2025-10-10,23.28,8931,335,24,1820.07,1,137
CUST-00373,58,Male,Los Angeles,Growing,CMP-001,Email,2025-01-15,20.65,8853,441,58,9003.28,3,82
CUST-01147,18,Female,Houston,Loyal,CMP-008,Paid Search,2025-07-14,30.62,8944,505,82,17915.09,6,53
CUST-00056,49,Male,New York,Growing,CMP-001,Email,2025-01-15,20.72,9119,489,62,6426.54,2,217
CUST-03635,45,Male,Denver,At Risk,CMP-011,Affiliate,2025-10-10,29.68,8954,228,11,798.56,2,92
CUST-04786,40,Female,New York,New,CMP-001,Email,2025-01-15,17.03,9107,429,39,4929.82,0,229
CUST-03348,67,Male,Los Angeles,New,CMP-006,SMS,2025-05-12,14.48,8963,605,63,5076.56,0,204
CUST-03564,54,Female,Atlanta,New,CMP-002,Paid Search,2025-02-10,33.38,8867,307,24,1823.46,0,324
CUST-00702,39,Male,Chicago,New,CMP-005,Affiliate,2025-04-18,17.7,9002,242,15,1217.38,0,248
CUST-01276,30,Male,Denver,New,CMP-006,SMS,2025-05-12,9.78,9098,629,51,4694.49,0,323
CUST-03260,18,Male,Seattle,Loyal,CMP-007,Email,2025-06-06,19.15,9043,626,90,17071.23,5,124
CUST-01224,32,Female,Los Angeles,New,CMP-010,Display,2025-09-16,37.81,8904,131,5,533.35,0,264
CUST-01288,20,Female,Denver,New,CMP-012,SMS,2025-11-05,11.26,9069,567,71,8935.23,0,133
CUST-01742,53,Female,Denver,New,CMP-005,Affiliate,2025-04-18,18.56,8910,278,23,2683.34,0,195
CUST-04119,30,Female,Denver,New,CMP-012,SMS,2025-11-05,11.55,9049,549,58,7853.21,0,299
CUST-02751,28,Female,Denver,At Risk,CMP-006,SMS,2025-05-12,11.09,9131,474,36,3862.31,1,171
CUST-00257,62,Male,Seattle,At Risk,CMP-002,Paid Search,2025-02-10,32.99,8997,268,6,382.74,1,29
CUST-03683,40,Female,Chicago,New,CMP-008,Paid Search,2025-07-14,38.57,9037,320,32,3025.37,0,303
CUST-00599,29,Male,Denver,Loyal,CMP-009,Social Media,2025-08-08,43.05,8981,352,26,5455.58,5,65
CUST-00673,50,Female,Chicago,Loyal,CMP-004,Display,2025-03-28,28.43,9133,253,16,2829.49,9,141
CUST-02817,20,Female,Los Angeles,At Risk,CMP-008,Paid Search,2025-07-14,26.47,8814,270,12,906.47,2,179
CUST-04888,30,Male,Chicago,Growing,CMP-006,SMS,2025-05-12,10.9,9029,717,98,11229.72,1,197
CUST-03802,39,Female,Seattle,New,CMP-002,Paid Search,2025-02-10,26.75,8970,302,25,3094.74,0,98
CUST-04373,24,Female,Los Angeles,Growing,CMP-005,Affiliate,2025-04-18,24.48,8963,320,32,3671.85,1,149
CUST-01244,39,Male,Houston,At Risk,CMP-006,SMS,2025-05-12,11.48,9017,482,43,4685.44,1,199
CUST-03105,37,Female,Los Angeles,Loyal,CMP-005,Affiliate,2025-04-18,21.33,8995,448,39,5986.17,7,153
CUST-00577,47,Female,Los Angeles,Growing,CMP-011,Affiliate,2025-10-10,21.0,9138,339,30,5074.28,2,209
CUST-01102,41,Male,Los Angeles,New,CMP-005,Affiliate,2025-04-18,19.75,8912,265,14,1830.74,0,284
CUST-03062,38,Female,New York,Loyal,CMP-008,Paid Search,2025-07-14,39.2,9063,503,73,10180.66,5,183
CUST-01873,46,Female,Houston,At Risk,CMP-001,Email,2025-01-15,23.54,9062,358,38,3853.54,0,71
CUST-00063,35,Female,Atlanta,Growing,CMP-004,Display,2025-03-28,35.81,9021,179,9,762.02,1,8
CUST-04599,35,Male,New York,Loyal,CMP-011,Affiliate,2025-10-10,26.88,9007,420,49,7976.75,8,68
CUST-02139,47,Female,Chicago,Growing,CMP-011,Affiliate,2025-10-10,21.84,9047,359,26,3229.87,1,198
CUST-03290,52,Female,New York,Growing,CMP-012,SMS,2025-11-05,15.69,8961,755,94,7015.24,2,135
CUST-04916,23,Female,Atlanta,Growing,CMP-001,Email,2025-01-15,19.07,8979,493,50,3627.32,3,7
CUST-02847,47,Male,Atlanta,Loyal,CMP-011,Affiliate,2025-10-10,26.57,8994,406,48,9844.66,7,41
CUST-02320,36,Non-binary,Denver,At Risk,CMP-004,Display,2025-03-28,32.95,9021,104,2,168.83,2,158
CUST-02207,41,Male,New York,Growing,CMP-001,Email,2025-01-15,20.75,8935,513,68,8751.42,2,42
CUST-03388,57,Male,Denver,Growing,CMP-002,Paid Search,2025-02-10,26.75,9004,357,26,3001.56,2,162
CUST-01551,30,Male,Chicago,Growing,CMP-010,Display,2025-09-16,34.34,8997,199,10,1611.56,0,150
CUST-00593,22,Female,Houston,New,CMP-008,Paid Search,2025-07-14,25.09,8843,320,17,1112.47,0,141
CUST-03810,29,Male,New York,New,CMP-007,Email,2025-06-06,26.93,8967,396,35,4265.47,0,226
CUST-00932,45,Male,Seattle,New,CMP-011,Affiliate,2025-10-10,19.24,8909,273,14,2088.01,0,148
CUST-03485,47,Non-binary,Seattle,Growing,CMP-002,Paid Search,2025-02-10,33.06,9114,362,37,3711.81,1,49
CUST-03666,55,Female,Denver,New,CMP-001,Email,2025-01-15,21.34,9164,419,31,2424.57,0,337
CUST-02697,35,Female,Houston,Growing,CMP-012,SMS,2025-11-05,14.44,8977,721,87,11772.85,0,33
CUST-04943,55,Female,Chicago,Loyal,CMP-008,Paid Search,2025-07-14,24.07,9009,483,61,11220.79,3,115
CUST-04962,36,Male,Denver,New,CMP-010,Display,2025-09-16,25.32,8982,153,5,353.15,0,244
CUST-03846,22,Female,Chicago,Growing,CMP-007,Email,2025-06-06,25.59,8933,508,63,7145.92,2,86
CUST-04827,33,Female,Denver,At Risk,CMP-002,Paid Search,2025-02-10,21.85,8916,251,12,1387.12,3,49
CUST-00199,43,Male,Chicago,Growing,CMP-007,Email,2025-06-06,18.12,8944,473,55,9911.18,2,75
CUST-00735,78,Male,Chicago,New,CMP-012,SMS,2025-11-05,15.57,9075,549,56,5464.32,0,257
CUST-03423,26,Male,Atlanta,Growing,CMP-002,Paid Search,2025-02-10,28.32,9152,359,36,4601.0,0,184
CUST-01651,56,Female,Los Angeles,Growing,CMP-002,Paid Search,2025-02-10,30.62,8884,386,34,4533.01,2,51
CUST-00543,51,Female,Seattle,Growing,CMP-005,Affiliate,2025-04-18,25.94,9059,344,40,1683.86,2,45
CUST-04616,34,Female,Houston,New,CMP-006,SMS,2025-05-12,15.68,8893,565,69,5752.44,0,268
CUST-03478,48,Male,New York,Growing,CMP-008,Paid Search,2025-07-14,38.96,9006,383,37,4530.59,3,136
CUST-03227,26,Female,New York,Growing,CMP-002,Paid Search,2025-02-10,29.11,8981,368,42,8099.56,2,87
CUST-00789,25,Male,Houston,New,CMP-012,SMS,2025-11-05,16.4,9128,590,58,6479.35,0,170
CUST-03713,19,Female,Denver,Growing,CMP-002,Paid Search,2025-02-10,22.65,8896,361,42,7006.4,3,106
CUST-00213,30,Female,Atlanta,New,CMP-003,Social Media,2025-03-05,39.04,9072,206,12,1163.14,0,230
CUST-03726,40,Female,New York,New,CMP-012,SMS,2025-11-05,15.56,9122,584,57,6402.0,0,333
CUST-03103,18,Female,Houston,Loyal,CMP-005,Affiliate,2025-04-18,23.08,9166,442,50,6150.13,8,103
CUST-04435,50,Male,Seattle,New,CMP-007,Email,2025-06-06,18.17,9131,409,39,2567.49,0,136
CUST-01477,44,Male,Seattle,Growing,CMP-006,SMS,2025-05-12,10.26,9019,712,83,7517.93,2,191
CUST-01933,37,Female,Chicago,Growing,CMP-004,Display,2025-03-28,25.16,9061,176,7,775.13,2,67
CUST-01636,38,Male,New York,New,CMP-007,Email,2025-06-06,19.84,8989,433,44,4355.09,0,260
CUST-03176,60,Female,Chicago,At Risk,CMP-010,Display,2025-09-16,31.05,8926,126,2,143.76,3,212
CUST-02990,34,Female,Chicago,Growing,CMP-001,Email,2025-01-15,22.35,8881,473,65,3526.16,1,51
CUST-00468,30,Male,Atlanta,New,CMP-011,Affiliate,2025-10-10,22.85,8992,272,30,3511.55,0,346
CUST-00007,33,Male,Chicago,At Risk,CMP-003,Social Media,2025-03-05,35.14,9007,178,7,466.39,2,217
CUST-01106,40,Male,Seattle,Loyal,CMP-012,SMS,2025-11-05,13.29,9269,932,160,25188.61,4,79
CUST-04827,22,Female,Seattle,Loyal,CMP-012,SMS,2025-11-05,15.61,9025,907,163,20877.75,9,62
CUST-01963,52,Female,Denver,New,CMP-012,SMS,2025-11-05,12.8,9106,607,56,6910.68,0,227
CUST-02607,19,Non-binary,Atlanta,New,CMP-008,Paid Search,2025-07-14,38.34,8844,289,20,1138.23,0,349
CUST-00469,51,Female,New York,Loyal,CMP-011,Affiliate,2025-10-10,22.86,9045,412,51,9671.79,2,41
CUST-02632,78,Male,Seattle,New,CMP-011,Affiliate,2025-10-10,23.41,8969,257,21,1846.5,0,269
CUST-01534,61,Male,Los Angeles,New,CMP-008,Paid Search,2025-07-14,29.94,9046,312,24,2174.68,0,162
CUST-01416,55,Male,Chicago,Loyal,CMP-011,Affiliate,2025-10-10,29.27,8874,440,61,9519.3,9,202
CUST-01549,24,Male,Atlanta,New,CMP-005,Affiliate,2025-04-18,19.03,8968,276,23,2223.6,0,154
CUST-01363,51,Male,Houston,New,CMP-011,Affiliate,2025-10-10,25.46,8867,253,24,3166.85,0,133
CUST-02603,33,Female,Atlanta,New,CMP-012,SMS,2025-11-05,18.16,8914,576,74,8431.83,0,98
CUST-03674,51,Female,Atlanta,Growing,CMP-008,Paid Search,2025-07-14,38.82,8977,384,35,5572.01,1,157
CUST-02235,50,Female,Houston,Growing,CMP-002,Paid Search,2025-02-10,20.63,8926,389,46,6192.15,0,20
CUST-02266,34,Female,Seattle,At Risk,CMP-003,Social Media,2025-03-05,39.17,9085,178,12,954.08,2,21
CUST-03684,24,Non-binary,Atlanta,New,CMP-003,Social Media,2025-03-05,25.43,8918,236,13,1239.78,0,95
CUST-01548,35,Female,Los Angeles,New,CMP-007,Email,2025-06-06,26.65,8934,412,39,2328.82,0,285
CUST-03466,32,Female,Atlanta,Growing,CMP-006,SMS,2025-05-12,9.76,9030,730,88,15463.3,1,133
CUST-02366,45,Male,New York,Growing,CMP-010,Display,2025-09-16,36.56,9079,178,10,1160.0,2,61
CUST-03294,52,Female,Denver,Growing,CMP-004,Display,2025-03-28,24.7,8924,181,11,742.75,5,168
CUST-03326,38,Male,Seattle,At Risk,CMP-002,Paid Search,2025-02-10,27.05,9053,264,19,1167.09,2,37
CUST-01131,29,Female,Denver,Growing,CMP-008,Paid Search,2025-07-14,29.56,8985,367,42,3090.23,1,93
CUST-00907,36,Male,Houston,Growing,CMP-002,Paid Search,2025-02-10,30.39,8992,358,33,3251.52,3,35
CUST-04314,50,Female,Chicago,At Risk,CMP-011,Affiliate,2025-10-10,29.73,8874,206,13,1213.2,1,152
CUST-00710,37,Male,Houston,New,CMP-001,Email,2025-01-15,18.86,9071,398,47,2273.45,0,151
CUST-03241,41,Male,Los Angeles,At Risk,CMP-006,SMS,2025-05-12,9.9,8847,466,37,4021.68,3,217
CUST-03027,41,Female,New York,Growing,CMP-012,SMS,2025-11-05,16.85,8845,675,91,9210.41,2,10
CUST-02901,21,Female,Chicago,Growing,CMP-007,Email,2025-06-06,21.22,9074,540,83,9408.7,6,161
CUST-04056,27,Male,Atlanta,At Risk,CMP-010,Display,2025-09-16,34.56,8988,112,6,483.52,3,157
CUST-03985,30,Male,Houston,Growing,CMP-006,SMS,2025-05-12,9.89,9107,719,91,7953.53,3,11
CUST-04349,46,Non-binary,Houston,Growing,CMP-010,Display,2025-09-16,36.46,9013,137,10,1407.62,4,177
CUST-01501,34,Female,Los Angeles,New,CMP-009,Social Media,2025-08-08,32.98,8859,236,15,961.73,0,154
CUST-03858,58,Male,Chicago,Loyal,CMP-007,Email,2025-06-06,21.45,9059,655,96,20364.85,4,94
CUST-01935,47,Female,Atlanta,Growing,CMP-002,Paid Search,2025-02-10,25.35,9192,379,42,3717.19,1,14
CUST-00850,64,Male,Los Angeles,New,CMP-012,SMS,2025-11-05,16.39,9100,588,59,5730.62,0,259
CUST-01208,57,Female,Chicago,Loyal,CMP-001,Email,2025-01-15,19.07,8958,597,96,12285.58,6,180
CUST-02255,56,Female,Denver,Loyal,CMP-005,Affiliate,2025-04-18,16.78,8969,442,46,8979.93,7,55
CUST-00020,49,Female,Denver,Growing,CMP-008,Paid Search,2025-07-14,23.72,9088,392,33,2847.51,0,120
CUST-01658,38,Female,Atlanta,New,CMP-010,Display,2025-09-16,35.91,9099,147,7,922.89,0,333
CUST-01063,56,Female,Seattle,Growing,CMP-007,Email,2025-06-06,24.69,9028,500,63,11521.88,3,8
CUST-03746,47,Male,Houston,New,CMP-005,Affiliate,2025-04-18,26.33,9027,271,20,1292.21,0,253
CUST-00624,69,Female,Seattle,New,CMP-005,Affiliate,2025-04-18,18.98,9060,303,25,1313.29,0,252
CUST-01746,43,Male,Houston,Growing,CMP-012,SMS,2025-11-05,16.85,8925,747,100,11173.22,0,134
CUST-03523,36,Male,New York,New,CMP-005,Affiliate,2025-04-18,27.22,8839,268,19,1930.86,0,208
CUST-02040,41,Male,Chicago,New,CMP-011,Affiliate,2025-10-10,29.69,9040,266,24,2225.25,0,254
CUST-00825,37,Male,Houston,Loyal,CMP-001,Email,2025-01-15,17.37,8961,608,95,13630.83,6,154
CUST-04496,26,Female,Chicago,New,CMP-008,Paid Search,2025-07-14,38.32,9136,326,33,3786.98,0,118
CUST-04203,60,Female,Atlanta,At Risk,CMP-009,Social Media,2025-08-08,40.49,8989,187,10,893.98,1,89
CUST-02769,36,Non-binary,Denver,At Risk,CMP-009,Social Media,2025-08-08,38.02,8990,201,9,450.24,1,135
CUST-00864,49,Female,New York,Growing,CMP-006,SMS,2025-05-12,9.61,8984,725,84,8280.67,3,143
CUST-02019,18,Female,Los Angeles,At Risk,CMP-009,Social Media,2025-08-08,44.1,9043,164,14,1527.38,1,203
CUST-02838,40,Non-binary,New York,At Risk,CMP-006,SMS,2025-05-12,10.31,8951,438,36,3081.28,2,38
CUST-03892,42,Male,Seattle,New,CMP-008,Paid Search,2025-07-14,23.84,8817,318,37,3605.95,0,99
CUST-00647,43,Female,New York,Loyal,CMP-011,Affiliate,2025-10-10,25.62,8968,400,46,4906.74,6,8
CUST-02384,18,Male,New York,New,CMP-009,Social Media,2025-08-08,29.53,9090,226,16,1864.2,0,94
CUST-03490,41,Male,Houston,Loyal,CMP-009,Social Media,2025-08-08,39.28,8997,321,33,5100.78,14,201
CUST-04019,22,Female,New York,Growing,CMP-012,SMS,2025-11-05,17.77,8995,726,87,10456.61,4,34
CUST-02272,29,Female,New York,New,CMP-003,Social Media,2025-03-05,34.8,9004,225,10,1224.38,0,93
CUST-03907,40,Female,New York,New,CMP-008,Paid Search,2025-07-14,24.98,8988,322,27,1985.37,0,361
CUST-00895,39,Male,New York,At Risk,CMP-008,Paid Search,2025-07-14,39.33,8963,267,18,1916.3,2,32
CUST-02248,29,Non-binary,Atlanta,New,CMP-009,Social Media,2025-08-08,32.23,8883,227,22,2336.29,0,160
CUST-01686,40,Male,Los Angeles,New,CMP-002,Paid Search,2025-02-10,31.93,8821,318,19,2409.01,0,226
CUST-03501,47,Female,Seattle,New,CMP-010,Display,2025-09-16,29.53,8945,139,8,736.62,0,298
CUST-01496,67,Female,Houston,Growing,CMP-003,Social Media,2025-03-05,32.2,8907,277,21,3328.5,0,11
CUST-00030,43,Female,Houston,Loyal,CMP-005,Affiliate,2025-04-18,27.08,8828,429,53,2573.67,9,207
CUST-03785,31,Female,Chicago,Loyal,CMP-009,Social Media,2025-08-08,44.04,9022,346,29,2993.72,7,219
CUST-00147,60,Male,Seattle,Growing,CMP-004,Display,2025-03-28,36.73,8941,191,13,1217.09,1,211
CUST-01379,47,Non-binary,Los Angeles,New,CMP-002,Paid Search,2025-02-10,20.65,8985,290,27,2178.37,0,186
CUST-00883,54,Female,Houston,New,CMP-009,Social Media,2025-08-08,33.15,9162,226,12,1504.94,0,344
CUST-04732,27,Female,Seattle,Growing,CMP-004,Display,2025-03-28,36.11,9030,183,7,445.03,3,104
CUST-02094,28,Male,Denver,Loyal,CMP-010,Display,2025-09-16,28.5,8995,239,12,2268.85,13,198
CUST-00812,18,Male,Los Angeles,Loyal,CMP-011,Affiliate,2025-10-10,20.21,8811,407,49,7575.56,6,6
CUST-04361,50,Female,Los Angeles,Growing,CMP-005,Affiliate,2025-04-18,25.77,9123,325,34,2979.59,1,34
CUST-01409,61,Female,Seattle,Growing,CMP-009,Social Media,2025-08-08,34.16,9052,283,24,4136.3,5,170
CUST-03215,30,Female,New York,Growing,CMP-003,Social Media,2025-03-05,37.24,8903,257,14,1134.34,2,90
CUST-04856,47,Female,Seattle,Growing,CMP-012,SMS,2025-11-05,11.23,8777,707,93,13692.76,0,43
CUST-01541,50,Female,New York,Growing,CMP-003,Social Media,2025-03-05,33.72,8979,297,28,4465.91,2,21
CUST-01443,43,Female,Denver,Loyal,CMP-011,Affiliate,2025-10-10,29.56,9110,387,55,4650.49,7,140
CUST-03846,55,Male,Atlanta,Growing,CMP-010,Display,2025-09-16,32.56,8978,165,8,720.91,2,27
CUST-01401,39,Female,Houston,At Risk,CMP-004,Display,2025-03-28,30.62,8977,122,6,660.4,1,126
CUST-01284,30,Female,Denver,Growing,CMP-010,Display,2025-09-16,31.52,9050,136,7,881.55,0,143
CUST-01986,21,Male,Atlanta,New,CMP-008,Paid Search,2025-07-14,26.11,8934,314,25,2876.46,0,185
CUST-00095,43,Male,Houston,New,CMP-009,Social Media,2025-08-08,41.59,8976,209,17,1713.68,0,182
CUST-04554,23,Female,Chicago,Growing,CMP-005,Affiliate,2025-04-18,24.39,9130,328,32,4603.23,1,90
CUST-03841,49,Male,Chicago,Growing,CMP-003,Social Media,2025-03-05,40.87,8854,266,17,1452.94,1,180
CUST-02686,34,Female,Atlanta,Growing,CMP-009,Social Media,2025-08-08,44.4,9098,259,20,2857.84,1,170
CUST-04736,26,Female,Chicago,Loyal,CMP-001,Email,2025-01-15,14.96,9111,651,107,15980.98,8,59
CUST-04987,44,Male,Seattle,New,CMP-005,Affiliate,2025-04-18,24.03,9024,255,16,1505.4,0,152
CUST-00256,35,Male,Houston,Loyal,CMP-002,Paid Search,2025-02-10,30.93,9100,511,77,8026.94,10,159
CUST-00490,43,Female,Denver,Loyal,CMP-001,Email,2025-01-15,21.5,8965,623,89,8628.94,11,27
CUST-04946,35,Female,Houston,Growing,CMP-001,Email,2025-01-15,20.22,8953,503,56,6547.02,4,88
CUST-01498,42,Female,Los Angeles,Growing,CMP-002,Paid Search,2025-02-10,21.45,8941,378,48,7545.1,2,131
CUST-03939,32,Male,Chicago,New,CMP-012,SMS,2025-11-05,12.7,8978,581,56,5824.1,0,354
CUST-02997,24,Male,Chicago,Growing,CMP-010,Display,2025-09-16,33.68,9033,177,10,924.55,4,96
CUST-04470,21,Female,Houston,Loyal,CMP-012,SMS,2025-11-05,11.66,9035,935,184,27428.63,9,136
CUST-04640,27,Male,Atlanta,At Risk,CMP-002,Paid Search,2025-02-10,21.73,8773,278,24,1858.83,1,84
CUST-02381,33,Male,Los Angeles,Growing,CMP-012,SMS,2025-11-05,14.46,9053,724,83,8040.56,2,11
CUST-03113,53,Female,New York,New,CMP-008,Paid Search,2025-07-14,35.94,8992,338,37,4042.46,0,237
CUST-03815,37,Female,Los Angeles,Loyal,CMP-010,Display,2025-09-16,33.76,8948,216,17,2025.42,11,81
CUST-02367,34,Female,New York,Loyal,CMP-011,Affiliate,2025-10-10,25.95,9126,449,48,6234.66,9,98
CUST-01664,27,Female,Chicago,New,CMP-004,Display,2025-03-28,23.29,9010,138,2,145.76,0,191
CUST-00140,18,Female,Chicago,Loyal,CMP-009,Social Media,2025-08-08,33.03,9047,367,36,4577.01,5,64
CUST-01065,54,Male,New York,New,CMP-008,Paid Search,2025-07-14,32.59,8922,325,21,2860.61,0,143
CUST-02690,28,Male,Denver,New,CMP-005,Affiliate,2025-04-18,25.47,8930,298,23,1892.52,0,360
CUST-04939,35,Male,Atlanta,New,CMP-006,SMS,2025-05-12,14.31,8840,551,65,5703.7,0,286
CUST-00848,37,Male,Chicago,New,CMP-003,Social Media,2025-03-05,35.17,8941,227,6,711.43,0,343
CUST-03885,35,Female,Chicago,At Risk,CMP-003,Social Media,2025-03-05,25.38,8851,187,9,937.15,3,159
CUST-00952,75,Female,Seattle,Growing,CMP-012,SMS,2025-11-05,17.15,8760,682,95,10111.49,1,175
CUST-04248,36,Male,Atlanta,New,CMP-009,Social Media,2025-08-08,29.25,9094,225,14,1814.48,0,284
CUST-00289,32,Male,Denver,Growing,CMP-007,Email,2025-06-06,24.74,8826,415,60,5546.93,3,23
CUST-02523,48,Female,Denver,Growing,CMP-009,Social Media,2025-08-08,34.58,8982,246,17,2403.18,2,170
CUST-00092,38,Female,Seattle,New,CMP-005,Affiliate,2025-04-18,26.47,8967,284,24,2343.5,0,154
CUST-02933,22,Male,Seattle,New,CMP-003,Social Media,2025-03-05,30.33,8998,238,11,1208.45,0,335
CUST-04455,45,Female,Houston,Loyal,CMP-012,SMS,2025-11-05,17.16,8995,972,151,27022.05,8,129
CUST-03532,31,Male,New York,New,CMP-012,SMS,2025-11-05,15.53,9051,611,67,6556.19,0,145
CUST-04424,37,Male,New York,Loyal,CMP-003,Social Media,2025-03-05,41.6,9147,330,32,5630.78,4,206
CUST-00968,53,Female,Seattle,New,CMP-010,Display,2025-09-16,26.47,8839,135,3,355.11,0,150
CUST-01554,51,Male,Seattle,Loyal,CMP-006,SMS,2025-05-12,15.17,8900,905,156,14812.9,6,138
CUST-04062,27,Female,Los Angeles,Loyal,CMP-009,Social Media,2025-08-08,34.04,8975,352,47,5787.14,8,32
CUST-01763,44,Male,Los Angeles,New,CMP-002,Paid Search,2025-02-10,31.73,8810,356,23,2795.41,0,235
CUST-02141,37,Female,New York,New,CMP-006,SMS,2025-05-12,14.05,9024,575,64,3410.21,0,335
CUST-01576,28,Male,Chicago,At Risk,CMP-002,Paid Search,2025-02-10,30.68,8869,258,14,847.37,2,144
CUST-04844,24,Male,Seattle,Growing,CMP-010,Display,2025-09-16,28.93,9086,173,12,2003.64,2,76
CUST-00684,27,Female,Denver,Loyal,CMP-005,Affiliate,2025-04-18,22.07,9048,440,39,5549.72,5,208
CUST-03673,54,Female,New York,New,CMP-004,Display,2025-03-28,22.63,8985,143,5,522.19,0,210
CUST-03144,18,Male,Denver,New,CMP-009,Social Media,2025-08-08,32.87,8888,222,9,985.51,0,275
CUST-00110,25,Male,New York,Growing,CMP-012,SMS,2025-11-05,11.19,9111,721,102,13773.38,4,107
CUST-04020,50,Female,Denver,At Risk,CMP-005,Affiliate,2025-04-18,22.1,8935,239,15,1097.82,2,162
CUST-04984,22,Male,Chicago,New,CMP-009,Social Media,2025-08-08,36.65,9045,229,13,1185.98,0,173
